CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL190613	321125	CHEMBL190613	321125		50	126.16	.94	34.14	0	CC1CCCC(=O)C1=O	1502501	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL191739	321195	CHEMBL191739	321195		25	458.02	4.09	120.42	0	[O-][N+](=O)c1cc(ccc1Br)C(=O)C(=O)c2ccc(Br)c(c2)[N+](=O)[O-]	1503786	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL482640	500190	CHEMBL482640	500190		17	457.36	4.6	92.34	0	Clc1cccc(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2	2634424	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL483470	500125	CHEMBL483470	500125		12	526.25	5.9	92.34	2	Clc1c(Cl)c(NS(=O)(=O)c2ccccc2)c(Cl)c(Cl)c1NS(=O)(=O)c3ccccc3	2634419	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL489006	499721	CHEMBL489006	499721		54	618.22	5.37	92.34	2	Fc1c(F)c(NS(=O)(=O)c2ccc(Br)cc2)c(F)c(F)c1NS(=O)(=O)c3ccc(Br)cc3	2634461	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL491256	499783	CHEMBL491256	499783		55	488.59	5.59	92.34	1	O=S(=O)(Nc1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1)c4ccc5ccccc5c4	2634462	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL395652	403247	CHEMBL395652	403247		6	294.39	4.6	34.14	0	Cc1cc(C)c(C(=O)C(=O)c2c(C)cc(C)cc2C)c(C)c1	1998150	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451017	CHEMBL900098	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
CHEMBL440542	253780	CHEMBL440542	253780		43	228.28	3.43	17.07	0	CCCCCCSCC(=O)C(F)(F)F	2267229	Ki	=	5.248	nM	8.28	pKi	=	8.28				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL460809	472503	CHEMBL460809	472503		48	248.27	3.09	17.07	0	FC(F)(F)C(=O)CSCCc1ccccc1	2267224	Ki	=	6.457	nM	8.19	pKi	=	8.19				0				560263	CHEMBL1019602	B	Inhibition of human carboxylesterase 1 after 24 hrs	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL193140	320955	CHEMBL193140	320955		19	238.29	3.37	34.14	0	Cc1ccc(cc1C)C(=O)C(=O)c2ccccc2	1503648	Ki	=	18.8	nM	7.73	Ki	=	18.8	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303099	CHEMBL829609	B	Inhibition constant against human liver carboxylesterase 1 using 4-MUA (4-methylumbelliferone acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL376291	371734	CHEMBL376291	371734		15	271.7	3.07	37.38	0	Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1	1830021	Ki	=	25	nM	7.6	Ki	=	.025	uM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL371858	321150	CHEMBL371858	321150		17	224.26	3.06	34.14	0	Cc1ccc(cc1)C(=O)C(=O)c2ccccc2	1503638	Ki	=	125	nM	6.9	Ki	=	125	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL270374	438351	CHEMBL270374	438351		36	284.39	4.99	17.07	0	CCCCCCCCCCSCC(=O)C(F)(F)F	2267287	Ki	=	128.82	nM	6.89	pKi	=	6.89				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL242932	391591	CHEMBL242932	391591		30	346.23	4.79	34.14	0	FC(F)(F)c1ccc(cc1)C(=O)C(=O)c2ccc(cc2)C(F)(F)F	1942214	Ki	=	170	nM	6.77	Ki	=	170	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443528	CHEMBL893785	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL192592	318799	CHEMBL192592	318799		29	380.08	4.4	34.14	0	Brc1ccc(s1)C(=O)C(=O)c2ccc(Br)s2	2267343	Ki	=	208.93	nM	6.68	pKi	=	6.68				0				560257	CHEMBL1019596	B	Inhibition of human carboxylesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL227075	382969	CHEMBL227075	382969	DIHYDROTANSHINONE I	22, Dihydrotanshinone	278.31	3.29	43.37	0	C[C@H]1COC2=C1C(=O)C(=O)c3c2ccc4c(C)cccc34	12703865	Ki	=	398	nM	6.4	Ki	=	398	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL222851	371741	CHEMBL222851	371741		17	266.3	2.59	49.41	0	Cc1ccc(NCN2C(=O)C(=O)c3ccccc23)cc1	1830019	Ki	=	2650	nM	5.58	Ki	=	2.65	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL374740	371682	CHEMBL374740	371682		53	216.02	2.13	46.17	0	Clc1cc(Cl)c2NC(=O)C(=O)c2c1	1830101	Ki	=	3520	nM	5.45	Ki	=	3.52	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL1812854	1167881	CHEMBL1812854	1167881		10	142.2	1.72	34.14	0	CCCC(=O)C(=O)CCC	6317236	Ki	=	8060	nM	5.09	Ki	=	8060	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL449775	472432	CHEMBL449775	472432		45	278.29	1.22	74.6	0	CCCCCCS(=O)(=O)CC(O)(O)C(F)(F)F	2267278	Ki	=	9772.37	nM	5.01	pKi	=	5.01				0				560260	CHEMBL1019599	B	Inhibition of human carboxylesterase 1 after 5 mins	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	45052	CHEMBL1139338	19062296	Bioorg. Med. Chem.	2009	17	1	149					
CHEMBL221830	371691	CHEMBL221830	371691		58	240.06	1.89	46.17	0	Cc1cc2C(=O)C(=O)Nc2cc1Br	1830096	Ki	=	16500	nM	4.78	Ki	=	16.5	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL364588	321122	CHEMBL364588	321122		47	128.17	1.33	34.14	0	CCCCC(=O)C(=O)C	1502384	Ki	=	16900	nM	4.77	Ki	=	16900	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL363535	314701	CHEMBL363535	314701	TANSHINONE I	21, Tanshinone I	276.29	4.1	47.28	0	Cc1coc2c3ccc4c(C)cccc4c3C(=O)C(=O)c12	12703866	Ki	=	26250	nM	4.58	Ki	=	26250	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL223001	371718	CHEMBL223001	371718		7	189.17	.76	54.45	0	CC(=O)N1C(=O)C(=O)c2ccccc12	1830027	Ki	=	36000	nM	4.44	Ki	=	36	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL224988	371660	CHEMBL224988	371660		42	165.12	.96	46.17	0	Fc1cccc2C(=O)C(=O)Nc12	1829825	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL1812849	1167876	CHEMBL1812849	1167876	DIPHENYL ETHANEDIOAT	4	242.23	2.2	52.6	0	O=C(Oc1ccccc1)C(=O)Oc2ccccc2	6317210	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	762141	CHEMBL1816212	B	Inhibition of human liver carboxylesterase1 using o-nitrophenyl acetate as substrate after 5 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			58561	CHEMBL1811796	21733699	Bioorg. Med. Chem.	2011	19	15	4635					
CHEMBL193228	321146	CHEMBL193228	321146		11	368.02	4.28	34.14	0	Brc1ccc(cc1)C(=O)C(=O)c2ccc(Br)cc2	1503514	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303157	CHEMBL829130	B	Inhibition constant against human liver carboxylesterase 1 using o-NPA (nitrophenyl acetate)	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL483072	500473	CHEMBL483072	500473		36	452.5	4.18	92.34	0	Cc1ccc(c(F)c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3ccc(C)cc3F)cc2	2634443	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL483468	500697	CHEMBL483468	500697		50	602.37	6.05	92.34	2	Cc1c(C)c(NS(=O)(=O)c2ccc(Br)cc2)c(C)c(C)c1NS(=O)(=O)c3ccc(Br)cc3	2634457	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL484698	500193	CHEMBL484698	500193		20	460.43	3.84	92.34	0	Fc1cccc(F)c1S(=O)(=O)Nc2ccc(NS(=O)(=O)c3c(F)cccc3F)cc2	2634427	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL485106	500255	CHEMBL485106	500255		22	460.43	3.84	92.34	0	Fc1cc(F)cc(c1)S(=O)(=O)Nc2ccc(NS(=O)(=O)c3cc(F)cc(F)c3)cc2	2634429	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL487299	499893	CHEMBL487299	499893		56	476.58	4.86	92.34	0	O=S(=O)(Nc1ccc2c(Cc3cc(NS(=O)(=O)c4ccccc4)ccc23)c1)c5ccccc5	2634463	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	520160	CHEMBL947848	B	Inhibition of human liver CE1-mediated O-nitrophenyl acetate hydrolysis by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			46828	CHEMBL1137015	19534556	J. Med. Chem.	2009	52	12	3742					
CHEMBL1630813	1053004	CHEMBL1630813	1053004		15j	360.37	3.41	85.36	0	COc1ccc(cc1)C(=O)Nc2cccc(c2)C(=O)C(=O)c3ccccn3	5109321	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	697897	CHEMBL1632957	B	Inhibition of human intestinal CE1 using O-nitrophenyl acetate as substrate by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein			54255	CHEMBL1629454	21105730	J. Med. Chem.	2010	53	24	8709					
CHEMBL222752	371705	CHEMBL222752	371705		65	486.53	4.74	74.76	0	O=C1N(Cc2ccc(Cc3ccc(CN4C(=O)C(=O)c5ccccc45)cc3)cc2)c6ccccc6C1=O	1830092	Ki	=	8	nM	8.1	Ki	=	.008	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL222644	371698	CHEMBL222644	371698		62	315.46	5.14	37.38	1	CCCCCCCCCCCCN1C(=O)C(=O)c2ccccc12	1830095	Ki	=	10	nM	8	Ki	=	.01	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL395653	403250	CHEMBL395653	403250	ACENAPHTHOQUINONE	Table 1, R3C1	182.18	1.59	34.14	0	O=C1C(=O)c2cccc3cccc1c23	12703875	Ki	=	31	nM	7.51	Ki	=	31	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	944083	CHEMBL2341916	B	Inhibition of human CE1 using o-NPA as substrate by spectrophotometric assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	72391	CHEMBL2331201	23286284	J. Nat. Prod.	2013	76	1	36					
CHEMBL192180	320766	CHEMBL192180	320766		15	244.68	3.41	34.14	0	Clc1ccc(cc1)C(=O)C(=O)c2ccccc2	1503535	Ki	=	47.4	nM	7.32	Ki	=	47.4	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
CHEMBL225169	371656	CHEMBL225169	371656		38	280.12	2.55	37.38	0	CC(=C)CN1C(=O)C(=O)c2cc(Br)ccc12	1830109	Ki	=	66	nM	7.18	Ki	=	.066	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429504	CHEMBL918627	B	Inhibition of human liver CE1 expressed in sf21 cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL193140	320955	CHEMBL193140	320955		19	238.29	3.37	34.14	0	Cc1ccc(cc1C)C(=O)C(=O)c2ccccc2	1503652	Ki	=	99.1	nM	7	Ki	=	99.1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	303291	CHEMBL828284	B	Inhibition constant against human liver carboxylesterase 1 (hCE1) using nitrophenyl acetate (o-NPA) as substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11627	CHEMBL2265	SINGLE PROTEIN	P23141	Acyl coenzyme A:cholesterol acyltransferase	Homo sapiens	9	Protein	COesterase	high	21668	CHEMBL1143603	15828829	J. Med. Chem.	2005	48	8	2906					
